Regioaanduiding.Codering..code.,Perioden,Wijken.en.buurten.x,Regioaanduiding.Gemeentenaam..naam..x,Regioaanduiding.Soort.regio..omschrijving..x,Regioaanduiding.Indelingswijziging.wijken.en.buurten..code.,Horeca.Cafés.en.dergelijke.Afstand.tot.café.e.d...km.,Leeftijd,Marges,Wijken.en.buurten.y,Regioaanduiding.Gemeentenaam..naam..y,Regioaanduiding.Soort.regio..omschrijving..y,Ervaren.gezondheid..goed.zeer.goed.....,Bewegen.Voldoet.aan.beweegrichtlijn....,Onder..en.overgewicht.Mate.van.overgewicht.Ernstig.overgewicht....,Roker....,Alcoholgebruik.Voldoet.aan.alcohol.richtlijn....,Alcoholgebruik.Drinker....,Alcoholgebruik.Zware.drinker....,Alcoholgebruik.Overmatige.drinker....,Lichamelijke.gezondheid.Eén.of.meer.langdurige.aandoeningen....,Psychische.klachten....,Veerkracht..Zeer..lage.veerkracht....,Hoog.risico.op.angst.of.depressie....,Eenzaamheid.Ernstig.zeer.ernstig.eenzaam....
WK059925,2016,Rivium,Rotterdam,Wijk,1,NA,18 jaar of ouder,Waarde,Rivium,Rotterdam,Wijk,.,.,.,.,.,.,.,.,.,.,.,.,.
WK059925,2020,Rivium,Rotterdam,Wijk,1,NA,18 jaar of ouder,Waarde,Rivium,Rotterdam,Wijk,.,.,.,.,.,.,.,.,.,.,.,.,.
WK059925,2022,Rivium,Rotterdam,Wijk,1,NA,18 jaar of ouder,Waarde,Rivium,Rotterdam,Wijk,.,.,.,.,.,.,.,.,.,.,.,.,.
WK059927,2016,Rozenburg,Rotterdam,Wijk,1,"0,7",18 jaar of ouder,Waarde,Rozenburg,Rotterdam,Wijk,73.9,46.8,18.3,23.0,42.6,80.6,8.3,6.5,37.2,.,.,6.5,10.5
WK059927,2020,Rozenburg,Rotterdam,Wijk,1,"0,6",18 jaar of ouder,Waarde,Rozenburg,Rotterdam,Wijk,75.3,43.6,20.7,18.6,46.9,78.0,6.8,5.3,35.5,.,.,7.3,12.6
WK059927,2022,Rozenburg,Rotterdam,Wijk,1,0.8,18 jaar of ouder,Waarde,Rozenburg,Rotterdam,Wijk,65.0,42.0,22.8,19.4,48.6,75.5,8.6,6.2,36.4,23.9,19.0,11.0,15.9
WK193100,2016,Wijk 00 Lekkerkerk,Krimpenerwaard,Wijk,1,"0,7",18 jaar of ouder,Waarde,Wijk 00 Lekkerkerk,Krimpenerwaard,Wijk,78.4,46.0,14.7,18.5,45.1,83.1,9.1,6.4,32.4,.,.,5.0,8.2
WK193100,2020,Wijk 00 Lekkerkerk,Krimpenerwaard,Wijk,1,"0,7",18 jaar of ouder,Waarde,Wijk 00 Lekkerkerk,Krimpenerwaard,Wijk,79.6,44.8,16.4,14.5,48.8,78.4,6.3,5.5,31.8,.,.,5.3,9.2
WK193100,2022,Wijk 00 Lekkerkerk,Krimpenerwaard,Wijk,1,0.8,18 jaar of ouder,Waarde,Wijk 00 Lekkerkerk,Krimpenerwaard,Wijk,70.9,40.7,17.5,15.2,47.5,78.0,8.7,6.6,32.8,18.7,15.6,8.0,11.8
WK193101,2016,Wijk 01 Krimpen aan de Lek,Krimpenerwaard,Wijk,1,"0,7",18 jaar of ouder,Waarde,Wijk 01 Krimpen aan de Lek,Krimpenerwaard,Wijk,77.6,45.5,15.1,19.1,45.3,81.7,8.4,6.0,32.7,.,.,5.4,8.7
WK193101,2020,Wijk 01 Krimpen aan de Lek,Krimpenerwaard,Wijk,1,"0,7",18 jaar of ouder,Waarde,Wijk 01 Krimpen aan de Lek,Krimpenerwaard,Wijk,78.9,45.8,16.9,15.3,48.4,78.2,6.2,5.4,32.3,.,.,5.6,9.7
WK193101,2022,Wijk 01 Krimpen aan de Lek,Krimpenerwaard,Wijk,1,0.7,18 jaar of ouder,Waarde,Wijk 01 Krimpen aan de Lek,Krimpenerwaard,Wijk,70.5,39.9,17.9,16.1,46.9,78.6,8.7,6.4,32.9,19.6,16.0,8.3,12.3
WK193102,2016,Wijk 02 Ouderkerk aan den IJssel,Krimpenerwaard,Wijk,1,"1,5",18 jaar of ouder,Waarde,Wijk 02 Ouderkerk aan den IJssel,Krimpenerwaard,Wijk,80.3,46.2,14.1,16.8,42.9,84.5,9.3,6.8,30.7,.,.,4.3,6.7
WK193102,2020,Wijk 02 Ouderkerk aan den IJssel,Krimpenerwaard,Wijk,1,"1,5",18 jaar of ouder,Waarde,Wijk 02 Ouderkerk aan den IJssel,Krimpenerwaard,Wijk,82.4,45.5,14.9,13.4,46.4,79.9,7.1,6.1,29.8,.,.,4.3,7.6
WK193102,2022,Wijk 02 Ouderkerk aan den IJssel,Krimpenerwaard,Wijk,1,1.4,18 jaar of ouder,Waarde,Wijk 02 Ouderkerk aan den IJssel,Krimpenerwaard,Wijk,73.5,40.7,16.7,14.2,45.9,80.2,9.0,6.7,29.4,17.1,14.4,6.9,10.4
WK193103,2016,Wijk 03 Gouderak,Krimpenerwaard,Wijk,1,"3,6",18 jaar of ouder,Waarde,Wijk 03 Gouderak,Krimpenerwaard,Wijk,78.3,48.4,15.1,19.2,44.3,81.1,8.8,6.7,33.1,.,.,5.4,8.2
WK193103,2020,Wijk 03 Gouderak,Krimpenerwaard,Wijk,1,"3,6",18 jaar of ouder,Waarde,Wijk 03 Gouderak,Krimpenerwaard,Wijk,81.0,45.6,16.0,16.8,46.4,78.1,7.1,6.0,31.7,.,.,5.8,9.5
WK193103,2022,Wijk 03 Gouderak,Krimpenerwaard,Wijk,1,1,18 jaar of ouder,Waarde,Wijk 03 Gouderak,Krimpenerwaard,Wijk,71.6,42.4,17.5,16.4,46.9,78.9,8.6,6.5,31.5,19.7,16.3,8.5,12.2
WK193104,2016,Wijk 04 Bergambacht,Krimpenerwaard,Wijk,1,"0,9",18 jaar of ouder,Waarde,Wijk 04 Bergambacht,Krimpenerwaard,Wijk,78.3,47.9,14.3,17.4,46.2,81.6,8.8,6.4,32.0,.,.,5.1,7.8
WK193104,2020,Wijk 04 Bergambacht,Krimpenerwaard,Wijk,1,"0,9",18 jaar of ouder,Waarde,Wijk 04 Bergambacht,Krimpenerwaard,Wijk,80.7,45.2,15.4,13.9,49.8,78.2,5.8,5.6,31.2,.,.,5.1,9.4
WK193104,2022,Wijk 04 Bergambacht,Krimpenerwaard,Wijk,1,0.9,18 jaar of ouder,Waarde,Wijk 04 Bergambacht,Krimpenerwaard,Wijk,71.3,42.5,16.8,14.7,49.6,76.8,8.7,6.4,32.5,18.6,15.5,7.9,11.5
WK193105,2016,Wijk 05 Bergstoep,Krimpenerwaard,Wijk,1,"1,4",18 jaar of ouder,Waarde,Wijk 05 Bergstoep,Krimpenerwaard,Wijk,82.4,48.9,12.8,16.8,42.0,85.8,9.2,6.6,29.1,.,.,3.7,6.4
WK193105,2020,Wijk 05 Bergstoep,Krimpenerwaard,Wijk,1,"1,2",18 jaar of ouder,Waarde,Wijk 05 Bergstoep,Krimpenerwaard,Wijk,84.2,46.2,13.7,12.6,45.2,82.0,6.8,6.0,29.1,.,.,3.8,7.4
WK193105,2022,Wijk 05 Bergstoep,Krimpenerwaard,Wijk,1,1.4,18 jaar of ouder,Waarde,Wijk 05 Bergstoep,Krimpenerwaard,Wijk,75.1,43.2,15.1,13.0,45.6,81.0,9.4,6.9,29.7,15.6,12.7,6.2,9.8
WK193106,2016,Wijk 06 Ammerstol,Krimpenerwaard,Wijk,1,"0,4",18 jaar of ouder,Waarde,Wijk 06 Ammerstol,Krimpenerwaard,Wijk,79.0,47.4,15.1,19.4,42.6,83.9,10.0,6.8,32.2,.,.,5.3,8.1
WK193106,2020,Wijk 06 Ammerstol,Krimpenerwaard,Wijk,1,"0,4",18 jaar of ouder,Waarde,Wijk 06 Ammerstol,Krimpenerwaard,Wijk,80.7,44.1,16.8,16.1,45.8,79.8,6.9,6.3,32.9,.,.,5.0,8.7
WK193106,2022,Wijk 06 Ammerstol,Krimpenerwaard,Wijk,1,0.4,18 jaar of ouder,Waarde,Wijk 06 Ammerstol,Krimpenerwaard,Wijk,70.8,41.6,18.1,16.9,45.3,79.4,9.5,7.1,32.2,19.3,15.3,8.3,11.1
WK193107,2016,Wijk 07 Berkenwoude,Krimpenerwaard,Wijk,1,6,18 jaar of ouder,Waarde,Wijk 07 Berkenwoude,Krimpenerwaard,Wijk,83.2,45.8,13.6,15.7,44.0,83.7,8.1,7.2,29.3,.,.,3.7,5.6
WK193107,2020,Wijk 07 Berkenwoude,Krimpenerwaard,Wijk,1,6,18 jaar of ouder,Waarde,Wijk 07 Berkenwoude,Krimpenerwaard,Wijk,85.1,45.1,12.3,11.9,46.2,80.2,6.5,6.5,25.7,.,.,3.8,6.3
WK193107,2022,Wijk 07 Berkenwoude,Krimpenerwaard,Wijk,1,5.8,18 jaar of ouder,Waarde,Wijk 07 Berkenwoude,Krimpenerwaard,Wijk,76.4,42.2,14.5,12.4,49.3,79.6,8.5,6.8,28.3,16.0,13.3,6.0,8.8
WK193108,2016,Wijk 08 Haastrecht,Krimpenerwaard,Wijk,1,"0,8",18 jaar of ouder,Waarde,Wijk 08 Haastrecht,Krimpenerwaard,Wijk,79.1,48.0,13.7,17.0,40.5,84.1,10.4,7.4,31.9,.,.,4.4,7.5
WK193108,2020,Wijk 08 Haastrecht,Krimpenerwaard,Wijk,1,"0,8",18 jaar of ouder,Waarde,Wijk 08 Haastrecht,Krimpenerwaard,Wijk,81.4,47.0,14.0,13.8,45.2,80.6,8.1,6.9,32.1,.,.,4.5,7.9
WK193108,2022,Wijk 08 Haastrecht,Krimpenerwaard,Wijk,1,0.9,18 jaar of ouder,Waarde,Wijk 08 Haastrecht,Krimpenerwaard,Wijk,72.6,44.4,15.5,14.1,43.7,79.9,9.4,7.0,30.9,17.3,13.9,7.0,10.5
WK193110,2016,Wijk 10 Stolwijk,Krimpenerwaard,Wijk,1,"1,1",18 jaar of ouder,Waarde,Wijk 10 Stolwijk,Krimpenerwaard,Wijk,80.7,48.3,13.3,16.8,42.1,83.3,9.5,6.5,29.9,.,.,4.3,7.0
WK193110,2020,Wijk 10 Stolwijk,Krimpenerwaard,Wijk,1,"1,1",18 jaar of ouder,Waarde,Wijk 10 Stolwijk,Krimpenerwaard,Wijk,82.4,47.3,14.0,13.7,45.9,79.7,7.8,6.3,29.6,.,.,4.4,7.8
WK193110,2022,Wijk 10 Stolwijk,Krimpenerwaard,Wijk,1,1.1,18 jaar of ouder,Waarde,Wijk 10 Stolwijk,Krimpenerwaard,Wijk,73.6,43.8,15.5,14.0,45.3,79.4,9.4,6.9,29.6,17.3,14.3,7.3,10.1
WK193111,2016,Wijk 11 Vlist,Krimpenerwaard,Wijk,1,"1,1",18 jaar of ouder,Waarde,Wijk 11 Vlist,Krimpenerwaard,Wijk,80.3,50.9,13.5,16.6,43.0,82.1,8.5,6.8,28.8,.,.,5.2,7.2
WK193111,2020,Wijk 11 Vlist,Krimpenerwaard,Wijk,1,"1,2",18 jaar of ouder,Waarde,Wijk 11 Vlist,Krimpenerwaard,Wijk,83.8,47.2,11.7,13.3,45.6,79.6,7.0,6.0,27.3,.,.,3.8,7.2
WK193111,2022,Wijk 11 Vlist,Krimpenerwaard,Wijk,1,1.2,18 jaar of ouder,Waarde,Wijk 11 Vlist,Krimpenerwaard,Wijk,76.8,44.6,14.1,15.4,43.2,80.3,10.6,6.9,25.7,15.4,13.8,5.9,9.6
WK193112,2016,Wijk 12 Schoonhoven,Krimpenerwaard,Wijk,1,"0,8",18 jaar of ouder,Waarde,Wijk 12 Schoonhoven,Krimpenerwaard,Wijk,76.9,48.4,14.8,19.0,45.8,79.5,8.3,6.5,33.8,.,.,6.0,9.2
WK193112,2020,Wijk 12 Schoonhoven,Krimpenerwaard,Wijk,1,"0,8",18 jaar of ouder,Waarde,Wijk 12 Schoonhoven,Krimpenerwaard,Wijk,80.2,46.7,15.6,15.2,49.6,76.1,6.1,5.3,32.5,.,.,6.0,9.9
WK193112,2022,Wijk 12 Schoonhoven,Krimpenerwaard,Wijk,1,0.8,18 jaar of ouder,Waarde,Wijk 12 Schoonhoven,Krimpenerwaard,Wijk,70.1,43.1,17.0,15.8,47.5,76.2,8.7,6.3,32.8,20.3,16.5,9.2,12.8
